,Language,1st_Language,2nd_Language,3rd_Language,4th_Language,5th_Language,6th_Language,7th_Language
5183,"English,Korean",English,Korean,,,,,
5184,English,English,,,,,,
5185,English,English,,,,,,
5186,"English,Athapascan languages",English,Athapascan languages,,,,,
5187,"English,German",English,German,,,,,
5188,English,English,,,,,,
5189,"German,English",German,English,,,,,
5190,English,English,,,,,,
5191,Hindi,Hindi,,,,,,
5192,English,English,,,,,,
5193,Japanese,Japanese,,,,,,
5194,English,English,,,,,,
5195,Russian,Russian,,,,,,
5196,English,English,,,,,,
5197,English,English,,,,,,
5198,English,English,,,,,,
5199,English,English,,,,,,
5200,English,English,,,,,,
5201,"English,Middle English,Indonesian",English,Middle English,Indonesian,,,,
5202,English,English,,,,,,
5203,English,English,,,,,,
5204,English,English,,,,,,
5205,English,English,,,,,,
5206,English,English,,,,,,
5207,"English,Russian,French",English,Russian,French,,,,
5208,English,English,,,,,,
5209,Korean,Korean,,,,,,
5210,English,English,,,,,,
5211,"Norwegian,English",Norwegian,English,,,,,
5212,English,English,,,,,,
5213,English,English,,,,,,
5214,Hindi,Hindi,,,,,,
5215,English,English,,,,,,
5216,English,English,,,,,,
5217,"English,Irish",English,Irish,,,,,
5218,"English,Spanish",English,Spanish,,,,,
5219,Romanian,Romanian,,,,,,
5220,"Hindi,Punjabi,Urdu,English",Hindi,Punjabi,Urdu,English,,,
5221,English,English,,,,,,
5222,"Hindi,Malayalam",Hindi,Malayalam,,,,,
5223,English,English,,,,,,
5224,"English,Spanish",English,Spanish,,,,,
5225,English,English,,,,,,
5226,English,English,,,,,,
5227,"English,Japanese",English,Japanese,,,,,
5228,"English,Pashto",English,Pashto,,,,,
5229,English,English,,,,,,
5230,"English,Spanish",English,Spanish,,,,,
5231,"French,English",French,English,,,,,
5232,English,English,,,,,,
5233,English,English,,,,,,
5234,Korean,Korean,,,,,,
5235,"English,Spanish",English,Spanish,,,,,
5236,"English,German",English,German,,,,,
5237,English,English,,,,,,
5238,"English,German",English,German,,,,,
5239,"Hindi,English",Hindi,English,,,,,
5240,English,English,,,,,,
5241,English,English,,,,,,
5242,English,English,,,,,,
5243,English,English,,,,,,
5244,English,English,,,,,,
5245,English,English,,,,,,
5246,English,English,,,,,,
5247,English,English,,,,,,
5248,English,English,,,,,,
5249,"Russian,Yiddish,German,Polish,Ukrainian",Russian,Yiddish,German,Polish,Ukrainian,,
5250,English,English,,,,,,
5251,"English,German",English,German,,,,,
5252,English,English,,,,,,
5253,"English,Hebrew",English,Hebrew,,,,,
5254,"English,Spanish",English,Spanish,,,,,
5255,English,English,,,,,,
5256,English,English,,,,,,
5257,English,English,,,,,,
5258,English,English,,,,,,
5259,English,English,,,,,,
5260,English,English,,,,,,
5261,English,English,,,,,,
5262,English,English,,,,,,
5263,English,English,,,,,,
5264,English,English,,,,,,
5265,"Hindi,Urdu,English,Portuguese",Hindi,Urdu,English,Portuguese,,,
5266,Hindi,Hindi,,,,,,
5267,"English,Spanish",English,Spanish,,,,,
5268,English,English,,,,,,
5269,English,English,,,,,,
5270,English,English,,,,,,
5271,English,English,,,,,,
5272,Hindi,Hindi,,,,,,
5273,"English,Japanese",English,Japanese,,,,,
5274,"English,Swedish",English,Swedish,,,,,
5275,"English,French,Ukrainian",English,French,Ukrainian,,,,
5276,English,English,,,,,,
5277,English,English,,,,,,
5278,Telugu,Telugu,,,,,,
5279,English,English,,,,,,
5280,"English,German,French",English,German,French,,,,
5281,None,None,,,,,,
5282,Hindi,Hindi,,,,,,
5283,"English,Latin,Icelandic",English,Latin,Icelandic,,,,
5284,English,English,,,,,,
5285,"Chinese,Mandarin",Chinese,Mandarin,,,,,
5286,English,English,,,,,,
5287,English,English,,,,,,
5288,English,English,,,,,,
5289,English,English,,,,,,
5290,Telugu,Telugu,,,,,,
5291,English,English,,,,,,
5292,English,English,,,,,,
5293,English,English,,,,,,
5294,Telugu,Telugu,,,,,,
5295,"Swiss German,German",Swiss German,German,,,,,
5296,English,English,,,,,,
5297,"English,Yiddish",English,Yiddish,,,,,
5298,"Hindi,English",Hindi,English,,,,,
5299,English,English,,,,,,
5300,Spanish,Spanish,,,,,,
5301,"English,Russian",English,Russian,,,,,
5302,English,English,,,,,,
5303,English,English,,,,,,
5304,English,English,,,,,,
5305,English,English,,,,,,
5306,English,English,,,,,,
5307,English,English,,,,,,
5308,English,English,,,,,,
5309,English,English,,,,,,
5310,English,English,,,,,,
5311,"English,German,Polish,French",English,German,Polish,French,,,
5312,"French,English",French,English,,,,,
5313,Japanese,Japanese,,,,,,
5314,"English,German,Arabic,French,Portuguese,Russian,Slovak",English,German,Arabic,French,Portuguese,Russian,Slovak
5315,English,English,,,,,,
5316,English,English,,,,,,
5317,English,English,,,,,,
5318,English,English,,,,,,
5319,English,English,,,,,,
5320,English,English,,,,,,
5321,"English,Dutch",English,Dutch,,,,,
5322,"English,French",English,French,,,,,
5323,"English,Mandarin",English,Mandarin,,,,,
5324,"English,Spanish,Cantonese",English,Spanish,Cantonese,,,,
5325,English,English,,,,,,
5326,English,English,,,,,,
5327,English,English,,,,,,
5328,"English,Mandarin",English,Mandarin,,,,,
5329,"Hebrew,French,Arabic",Hebrew,French,Arabic,,,,
5330,English,English,,,,,,
5331,English,English,,,,,,
5332,English,English,,,,,,
5333,Telugu,Telugu,,,,,,
5334,English,English,,,,,,
5335,English,English,,,,,,
5336,"English,Italian,Hebrew,French",English,Italian,Hebrew,French,,,
5337,Malayalam,Malayalam,,,,,,
5338,English,English,,,,,,
5339,"English,Indonesian",English,Indonesian,,,,,
5340,English,English,,,,,,
5341,English,English,,,,,,
5342,"Italian,Japanese,English",Italian,Japanese,English,,,,
5343,"Hebrew,Arabic,English",Hebrew,Arabic,English,,,,
5344,"English,Dutch,Aboriginal",English,Dutch,Aboriginal,,,,
5345,"English,Russian",English,Russian,,,,,
5346,English,English,,,,,,
5347,English,English,,,,,,
5348,English,English,,,,,,
5349,English,English,,,,,,
5350,English,English,,,,,,
5351,"French,English",French,English,,,,,
5352,English,English,,,,,,
5353,French,French,,,,,,
5354,"Hindi,English,Punjabi",Hindi,English,Punjabi,,,,
5355,"English,German",English,German,,,,,
5356,"English,Zulu,Xhosa,Afrikaans",English,Zulu,Xhosa,Afrikaans,,,
5357,Italian,Italian,,,,,,
5358,English,English,,,,,,
5359,English,English,,,,,,
5360,Telugu,Telugu,,,,,,
5361,English,English,,,,,,
5362,English,English,,,,,,
5363,English,English,,,,,,
5364,English,English,,,,,,
5365,English,English,,,,,,
5366,English,English,,,,,,
5367,English,English,,,,,,
5368,English,English,,,,,,
5369,English,English,,,,,,
5370,"English,Slovak,French",English,Slovak,French,,,,
5371,English,English,,,,,,
5372,Kannada,Kannada,,,,,,
5373,English,English,,,,,,
5374,English,English,,,,,,
5375,English,English,,,,,,
5376,English,English,,,,,,
5377,English,English,,,,,,
5378,English,English,,,,,,
5379,Serbo-Croatian,Serbo-Croatian,,,,,,
5380,English,English,,,,,,
5381,"English,Mandarin",English,Mandarin,,,,,
5382,English,English,,,,,,
5383,English,English,,,,,,
5384,English,English,,,,,,
5385,"English,French",English,French,,,,,
5386,French,French,,,,,,
5387,"English,French,Italian",English,French,Italian,,,,
5388,English,English,,,,,,
5389,"English,French",English,French,,,,,
5390,English,English,,,,,,
5391,"English,Spanish",English,Spanish,,,,,
5392,English,English,,,,,,
5393,Korean,Korean,,,,,,
5394,English,English,,,,,,
5395,Hindi,Hindi,,,,,,
5396,,,,,,,,
5397,English,English,,,,,,
5398,English,English,,,,,,
5399,English,English,,,,,,
5400,English,English,,,,,,
5401,English,English,,,,,,
5402,"English,Spanish,Chinese,Scottish Gaelic",English,Spanish,Chinese,Scottish Gaelic,,,
5403,Japanese,Japanese,,,,,,
5404,English,English,,,,,,
5405,English,English,,,,,,
5406,"English,Hindi",English,Hindi,,,,,
5407,English,English,,,,,,
5408,"English,Spanish",English,Spanish,,,,,
5409,"Indonesian,English",Indonesian,English,,,,,
5410,Hindi,Hindi,,,,,,
5411,"English,Chinese,Vietnamese",English,Chinese,Vietnamese,,,,
5412,"Dutch,English",Dutch,English,,,,,
5413,English,English,,,,,,
5414,English,English,,,,,,
5415,English,English,,,,,,
5416,Hindi,Hindi,,,,,,
5417,English,English,,,,,,
5418,English,English,,,,,,
5419,Hindi,Hindi,,,,,,
5420,English,English,,,,,,
5421,English,English,,,,,,
5422,English,English,,,,,,
5423,English,English,,,,,,
5424,Hindi,Hindi,,,,,,
5425,"English,Afrikaans,Zulu",English,Afrikaans,Zulu,,,,
5426,English,English,,,,,,
5427,Hindi,Hindi,,,,,,
5428,"English,Tamil",English,Tamil,,,,,
5429,English,English,,,,,,
5430,"English,Ukrainian,French,Italian,Spanish",English,Ukrainian,French,Italian,Spanish,,
5431,Norwegian,Norwegian,,,,,,
5432,English,English,,,,,,
5433,Spanish,Spanish,,,,,,
5434,"English,French",English,French,,,,,
5435,English,English,,,,,,
5436,English,English,,,,,,
5437,"English,Spanish,Latin",English,Spanish,Latin,,,,
5438,English,English,,,,,,
5439,"English,Arabic,Hebrew,Greek",English,Arabic,Hebrew,Greek,,,
5440,"English,Algonquin,Mohawk,Cree,Latin,French",English,Algonquin,Mohawk,Cree,Latin,French,
5441,English,English,,,,,,
5442,Tamil,Tamil,,,,,,
5443,English,English,,,,,,
5444,English,English,,,,,,
5445,"French,English",French,English,,,,,
5446,Punjabi,Punjabi,,,,,,
5447,"French,German",French,German,,,,,
5448,English,English,,,,,,
5449,English,English,,,,,,
5450,"English,Hindi,German",English,Hindi,German,,,,
5451,English,English,,,,,,
5452,English,English,,,,,,
5453,English,English,,,,,,
5454,English,English,,,,,,
5455,Hindi,Hindi,,,,,,
5456,Hindi,Hindi,,,,,,
5457,English,English,,,,,,
5458,English,English,,,,,,
5459,English,English,,,,,,
5460,English,English,,,,,,
5461,English,English,,,,,,
5462,English,English,,,,,,
5463,"English,French",English,French,,,,,
5464,"English,Cantonese",English,Cantonese,,,,,
5465,"English,Spanish",English,Spanish,,,,,
5466,English,English,,,,,,
5467,English,English,,,,,,
5468,English,English,,,,,,
5469,"French,German,English",French,German,English,,,,
5470,English,English,,,,,,
5471,"Russian,Hungarian",Russian,Hungarian,,,,,
5472,English,English,,,,,,
5473,"English,French",English,French,,,,,
5474,"English,Spanish",English,Spanish,,,,,
5475,French,French,,,,,,
5476,English,English,,,,,,
5477,English,English,,,,,,
5478,English,English,,,,,,
5479,English,English,,,,,,
5480,English,English,,,,,,
5481,"English,Spanish",English,Spanish,,,,,
5482,"English,Aboriginal",English,Aboriginal,,,,,
5483,"Serbian,Portuguese",Serbian,Portuguese,,,,,
5484,English,English,,,,,,
5485,English,English,,,,,,
5486,"English,American Sign Language",English,American Sign Language,,,,,
5487,English,English,,,,,,
5488,English,English,,,,,,
5489,"English,Spanish",English,Spanish,,,,,
5490,Spanish,Spanish,,,,,,
5491,"English,German",English,German,,,,,
5492,English,English,,,,,,
5493,English,English,,,,,,
5494,"English,Spanish",English,Spanish,,,,,
5495,English,English,,,,,,
5496,Hindi,Hindi,,,,,,
5497,"Danish,Italian,English",Danish,Italian,English,,,,
5498,English,English,,,,,,
5499,Hindi,Hindi,,,,,,
5500,English,English,,,,,,
5501,Danish,Danish,,,,,,
5502,Spanish,Spanish,,,,,,
5503,English,English,,,,,,
5504,English,English,,,,,,
5505,"English,Chinese,German",English,Chinese,German,,,,
5506,English,English,,,,,,
5507,English,English,,,,,,
5508,English,English,,,,,,
5509,English,English,,,,,,
5510,English,English,,,,,,
5511,"English,Spanish",English,Spanish,,,,,
5512,English,English,,,,,,
5513,English,English,,,,,,
5514,English,English,,,,,,
5515,English,English,,,,,,
5516,"Hindi,English",Hindi,English,,,,,
5517,English,English,,,,,,
5518,English,English,,,,,,
5519,English,English,,,,,,
5520,English,English,,,,,,
5521,English,English,,,,,,
5522,"English,Chinese,Arabic",English,Chinese,Arabic,,,,
5523,"Cantonese,English,Thai,Polish,Mandarin",Cantonese,English,Thai,Polish,Mandarin,,
5524,English,English,,,,,,
5525,English,English,,,,,,
5526,English,English,,,,,,
5527,English,English,,,,,,
5528,English,English,,,,,,
5529,Hindi,Hindi,,,,,,
5530,"English,Norwegian",English,Norwegian,,,,,
5531,English,English,,,,,,
5532,"English,Aboriginal",English,Aboriginal,,,,,
5533,English,English,,,,,,
5534,English,English,,,,,,
5535,Hindi,Hindi,,,,,,
5536,English,English,,,,,,
5537,English,English,,,,,,
5538,English,English,,,,,,
5539,"English,French,Spanish",English,French,Spanish,,,,
5540,English,English,,,,,,
5541,Hindi,Hindi,,,,,,
5542,Hindi,Hindi,,,,,,
5543,English,English,,,,,,
5544,Hindi,Hindi,,,,,,
5545,English,English,,,,,,
5546,English,English,,,,,,
5547,English,English,,,,,,
5548,English,English,,,,,,
5549,English,English,,,,,,
5550,"English,Italian",English,Italian,,,,,
5551,English,English,,,,,,
5552,English,English,,,,,,
5553,English,English,,,,,,
5554,English,English,,,,,,
5555,English,English,,,,,,
5556,Tamil,Tamil,,,,,,
5557,English,English,,,,,,
5558,English,English,,,,,,
5559,English,English,,,,,,
5560,"English,Latin",English,Latin,,,,,
5561,English,English,,,,,,
5562,Spanish,Spanish,,,,,,
5563,English,English,,,,,,
5564,English,English,,,,,,
5565,English,English,,,,,,
5566,"Hindi,English",Hindi,English,,,,,
5567,Telugu,Telugu,,,,,,
5568,English,English,,,,,,
5569,English,English,,,,,,
5570,"English,Italian,French",English,Italian,French,,,,
5571,English,English,,,,,,
5572,English,English,,,,,,
5573,English,English,,,,,,
5574,English,English,,,,,,
5575,"English,Hebrew",English,Hebrew,,,,,
5576,"English,French,Indonesian",English,French,Indonesian,,,,
5577,English,English,,,,,,
5578,English,English,,,,,,
5579,"English,Spanish",English,Spanish,,,,,
5580,English,English,,,,,,
5581,"French,Dutch,English",French,Dutch,English,,,,
5582,English,English,,,,,,
5583,English,English,,,,,,
5584,"English,Hungarian",English,Hungarian,,,,,
5585,"English,Korean,Cantonese,Spanish,German,Icelandic,Italian,Arabic",English,Korean,Cantonese,Spanish,German,Icelandic,Italian
5586,English,English,,,,,,
5587,English,English,,,,,,
5588,Danish,Danish,,,,,,
5589,English,English,,,,,,
5590,English,English,,,,,,
5591,"Italian,Latin,English",Italian,Latin,English,,,,
5592,English,English,,,,,,
5593,English,English,,,,,,
5594,German,German,,,,,,
5595,English,English,,,,,,
5596,Mandarin,Mandarin,,,,,,
5597,English,English,,,,,,
5598,English,English,,,,,,
5599,English,English,,,,,,
5600,"German,French,French Sign Language",German,French,French Sign Language,,,,
5601,English,English,,,,,,
5602,English,English,,,,,,
5603,"English,French,Ukrainian",English,French,Ukrainian,,,,
5604,English,English,,,,,,
5605,"English,Italian,French",English,Italian,French,,,,
5606,English,English,,,,,,
5607,English,English,,,,,,
5608,English,English,,,,,,
5609,English,English,,,,,,
5610,Telugu,Telugu,,,,,,
5611,English,English,,,,,,
5612,English,English,,,,,,
5613,English,English,,,,,,
5614,English,English,,,,,,
5615,Thai,Thai,,,,,,
5616,English,English,,,,,,
5617,"German,Hebrew",German,Hebrew,,,,,
5618,English,English,,,,,,
5619,English,English,,,,,,
5620,English,English,,,,,,
5621,"English,Spanish",English,Spanish,,,,,
5622,English,English,,,,,,
5623,English,English,,,,,,
5624,"Hindi,English",Hindi,English,,,,,
5625,English,English,,,,,,
5626,English,English,,,,,,
5627,English,English,,,,,,
5628,"English,Russian",English,Russian,,,,,
5629,English,English,,,,,,
5630,"English,Italian",English,Italian,,,,,
5631,Hindi,Hindi,,,,,,
5632,English,English,,,,,,
5633,"Cantonese,Mandarin",Cantonese,Mandarin,,,,,
5634,English,English,,,,,,
5635,Urdu,Urdu,,,,,,
5636,English,English,,,,,,
5637,English,English,,,,,,
5638,"Tamil,Telugu",Tamil,Telugu,,,,,
5639,"English,French,Sioux",English,French,Sioux,,,,
5640,"Hindi,Italian",Hindi,Italian,,,,,
5641,English,English,,,,,,
5642,English,English,,,,,,
5643,Tamil,Tamil,,,,,,
5644,Hindi,Hindi,,,,,,
5645,,,,,,,,
5646,English,English,,,,,,
5647,English,English,,,,,,
5648,English,English,,,,,,
5649,"English,Arabic,French",English,Arabic,French,,,,
5650,English,English,,,,,,
5651,Hindi,Hindi,,,,,,
5652,English,English,,,,,,
5653,English,English,,,,,,
5654,English,English,,,,,,
5655,English,English,,,,,,
5656,English,English,,,,,,
5657,"English,Spanish",English,Spanish,,,,,
5658,English,English,,,,,,
5659,English,English,,,,,,
5660,English,English,,,,,,
5661,"English,Portuguese",English,Portuguese,,,,,
5662,English,English,,,,,,
5663,English,English,,,,,,
5664,English,English,,,,,,
5665,Tamil,Tamil,,,,,,
5666,"Finnish,English,Swedish,Russian",Finnish,English,Swedish,Russian,,,
5667,English,English,,,,,,
5668,Icelandic,Icelandic,,,,,,
5669,English,English,,,,,,
5670,English,English,,,,,,
5671,French,French,,,,,,
5672,English,English,,,,,,
5673,Mandarin,Mandarin,,,,,,
5674,"Hindi,English",Hindi,English,,,,,
5675,English,English,,,,,,
5676,English,English,,,,,,
5677,English,English,,,,,,
5678,English,English,,,,,,
5679,"English,Swedish",English,Swedish,,,,,
5680,English,English,,,,,,
5681,English,English,,,,,,
5682,English,English,,,,,,
5683,English,English,,,,,,
5684,English,English,,,,,,
5685,Japanese,Japanese,,,,,,
5686,Italian,Italian,,,,,,
5687,Arabic,Arabic,,,,,,
5688,English,English,,,,,,
5689,English,English,,,,,,
5690,English,English,,,,,,
5691,English,English,,,,,,
5692,"English,Spanish",English,Spanish,,,,,
5693,English,English,,,,,,
5694,Tamil,Tamil,,,,,,
5695,English,English,,,,,,
5696,English,English,,,,,,
5697,English,English,,,,,,
5698,English,English,,,,,,
5699,English,English,,,,,,
5700,Telugu,Telugu,,,,,,
5701,English,English,,,,,,
5702,English,English,,,,,,
5703,"Spanish,German,Hebrew",Spanish,German,Hebrew,,,,
5704,"English,Spanish",English,Spanish,,,,,
5705,"Mandarin,Cantonese,English",Mandarin,Cantonese,English,,,,
5706,"Italian,English",Italian,English,,,,,
5707,,,,,,,,
5708,English,English,,,,,,
5709,"Latin,English",Latin,English,,,,,
5710,None,None,,,,,,
